date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:23:03	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:25%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/controlgroups/dynamic-controlgroup.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/controlgroups/dynamic-controlgroup.15.delayed	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:03	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:25%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/footers/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/footers/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:04	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:26%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/forms/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/forms/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:04	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:26%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/grids/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/grids/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:05	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:26%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/listviews/grid-listview.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/listviews/grid-listview.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:05	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:26%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/headers/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/headers/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:05	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:27%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/icons/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/icons/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:05	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:27%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/links/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/links/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:05	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:27%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/listviews/autodividers-linkbar.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/listviews/autodividers-linkbar.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:05	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:27%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/listviews/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/listviews/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:05	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:27%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/listviews/autodividers-selector.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/listviews/autodividers-selector.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:06	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:27%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/loader/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/loader/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:06	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:28%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/backbone-require/index.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/backbone-require/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:06	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:28%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/navbar/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/navbar/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:06	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:28%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/pages/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/pages/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:07	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:28%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/panels/panel-styling.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/panels/panel-styling.1a.delayed	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:07	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:28%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/panels/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/panels/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:07	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:29%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/popup/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/popup/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:07	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:29%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/panels/panel-swipe-open.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/panels/panel-swipe-open.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:07	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:29%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/radiobuttons/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/radiobuttons/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:07	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:29%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/popups/dynamic-popup.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/popups/dynamic-popup.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:08	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:29%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/selects/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/selects/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:08	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:30%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/popups/arrow.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/popups/arrow.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:08	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:30%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/sliders/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/sliders/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:08	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:30%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/table-column-toggle/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/table-column-toggle/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:09	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:30%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/tables/movie-list.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/tables/movie-list.1e.delayed	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:09	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:30%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/table-reflow/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/table-reflow/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:09	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:31%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/textinputs/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/textinputs/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:09	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:31%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/tables/financial-grouped-reflow.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/tables/financial-grouped-reflow.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:09	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:31%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/transitions/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/widgets/transitions/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:09	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:31%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/tables/movie-list-toggle-options.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/tables/movie-list-toggle-options.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:10	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:31%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/redirect/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/redirect/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:10	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:32%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/tables/financial-grouped-columns.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/tables/financial-grouped-columns.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:10	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:32%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/tables/phone-compare.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/tables/phone-compare.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:11	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:32%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/slider/tooltip.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/slider/tooltip.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:11	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:33%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/swipe/swipe-page.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/swipe/swipe-page.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:11	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:33%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/swipe/swipe-list.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/swipe/swipe-list.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:12	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:34%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/question-template.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/question-template.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:12	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:34%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/updating-the-value-of-enhanced-form-elements-does-not-work.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/updating-the-value-of-enhanced-form-elements-does-not-work.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:13	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:34%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/my-html-5-inputs-look-different-in-browsers.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/my-html-5-inputs-look-different-in-browsers.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
